label,sentence
2,"e further said that there is an urgent need of restructuring of school functioning and urged upon all private institutions to ensure 25 percent reservation for the weaker sections at the time of admission besides constituting committees in all institutions for proper monitoring of child abuses
"
2,"She further emphasized on imparting moral education and contribution towards Red Cross fund
"
2,"personally monitor the implementation of the instruction in letter and spirit and submit fortnightly reports accordingly
"
2,"protest demanding regularization of their services
"
0,"wandering on roads, entering mosques, homes, offices and business establishment even educational institutions along with receipts and thick files asking people to give charity in the name of orphans and destitute
"
0,"onder how they are allowed to run this business without proof of authenticity
"
0,"urely the orphans and destitute are being exploited by some black sheep in our valley
"
2,"Every Muslim needs to introspect and ensure that this type of menace is stopped.
"
0,"we still do not know the names of the people who help orphans and destitute not only in Ramadan but throughout the year
"
0,"People with meager income or financially poor are being given free medicines but not before verifying about their sources of income and other credentials.
"
2,"So people in general must introspect before offering to the people who visit mosques, business establishment, offices and educational institution every day with some hired vans fitted with microphones to receive charity from the people
"
0,"There were numerous instances to show that centre was influencing the decisions of Election Commission to suit its political expediencies
"
0,"It seemed that BJP had taken over the decision making powers of the Election Commission
"
0,"India being the largest democracy in the world, any tinkering with the autonomy of top Election body could prove disastrous for the nation.
"
0,"would only diminish the stature of the commission in the reckoning of general masses
"
0,"Had Police taken the case seriously during the early stage,
"
0,"The officer who was earlier involved in the investigation should be removed.
"
0,"that it might take a month or two to complete the investigation
"
0,"Election Commissioner Ashok Lavasa writing dissent notes on the poll panel's clean chit to Prime Minister Narendra Modi and BJP chief Amit Shah on complaints of violation of model code of conduc
"
0,"fingers of some Dalit voters were inked before they could actually cast their vote in Tara Jivanpur village under Alinagar police station
"
0,"where the voting process was temporarily hampered due to technical glitches
"
0,"kalis alleged that shots were also fired by ruling party workers
"
2,"these two slain leaders sacrificed their lives and conveyed a message to the enemies that freedom is the only solution to Kashmir issue
"
0,"review of all the projects and procurement along with physical and financial status of projects thereof was also taken
"
2,"strengthening the diagnostic and treatment facilities, wherever required, for the convenience of the patients and also stressed for optimal utilisation of the hi-end equipment besides other infrastructural facilities, including the PET CT Scan, which is available only at the SMVDNSH Kakryal in the entire Jammu regi
"
2,"Towards speedier realisation of these objectives, the Governing Body listed a number of short, medium and long term measures. It was felt that the specialities where the footfall of the patients is very high, keeping patients’ requirements in view these need to be further strengthened on continuing basis.
"
0,"Authorities Monday relaxed curfew in entire Bhaderwah town
"
2,"ordered relaxation in curfew in entire town for one hour from 10 am to 11 am.
"
2,"eople complained about shortage of vegetables, milk and rat
"
0,"putting India under the dark cloud of emergency rule
"
2,"This step had brought India to the brink of forfeiting its claim to be the world's largest democracy.
"
0,"t went against all that Indians long fought for— freedom and democracy
"
0,"There has been plenty of speculation, which attributed her decision mainly to the Allahabad High Court ruling, nullifying her election to parliament.
"
0,"she used the emergency to continue to stay in power
"
0,"backchannel diplomacy with India
"
0,".The relationship between the two neighbouring nations currently is at all-time low
"
0,"suicide bomber attacked a CRPF convoy in Pulwama in Jammu and Kashmir on February 14 that killed 40 soldiers
"
2,"released and handed over to India
"
2,"Khan's offer of peace talks
"
2,"BSE Sensex climbing 1,300 points,
"
2,"cheered exit poll results that showed a likely win for the ruling NDA in the general elections.
"
0,"putting India under the dark cloud of emergency rule
"
2,"This step had brought India to the brink of forfeiting its claim to be the world's largest democracy.
"
0,"t went against all that Indians long fought for— freedom and democracy
"
0,"There has been plenty of speculation, which attributed her decision mainly to the Allahabad High Court ruling, nullifying her election to parliament.
"
0,"she used the emergency to continue to stay in power
"
0,", suggesting that if the Islamic republic attacks American interests, it will be destroyed
"
0,"If Iran wants to fight, that will be the official end of Iran
"
0,"US Trump pulled out of a 2015 nuclear deal and reimposed unilateral sanctions that had been lifted in exchange for Tehran scaling back its nuclear program.
"
2,"Saudi Arabia ""does not want a war, is not looking for it and will do everything to prevent it,""
"
0,"Iran has threatened to close in the event of a war.
"
0,"Saudi Arabia accused Tehran of ordering the pipeline attacks, targeting ""the security of oil supplies... and the global economy"".
"
0,"state forces resorted to vandalisation of property and smashed private vehicles and windowpanes some houses
"
0,"futed the allegations of vandalism and said that the forces were in the village to arrest the miscreants who were pelted stones on security forces in day hours
"
0,"He also said that the residents pelted stones on the forces resulting in clashes
"
